EntityOfficialName,EntityStatus,EntityPhone,EntityPhysicalStreet,EntityPhysicalCity,EntityPhysicalState,EntityPhysicalZip4,DistrictOfficialName,EntityActualGrades,EntityReligiousOrientationName
Christ the King Lutheran-Sebewaing,Open-Active,9898833730,612 EAST BAY ST,SEBEWAING,MI,487591644,,"2,3,4,5,6,7,8",Lutheran Church - Missouri Synod
Christ the King Lutheran-Unionville,Open-Active,9898833730,6351 CENTER ST,UNIONVILLE,MI,487679784,,"KG-Part,1",Lutheran Church - Missouri Synod
Christ the King School,Open-Active,3135321213,16800 TRINITY ST,DETROIT,MI,482193968,,"KG-Part,1,2,3,4,5,6,7,8",Roman Catholic
Christian Acad Of White Lake,Closed,6168942686,5280 Dowling St,Montague,MI,494371120,,"3,4,5",Unknown
Christian Fellowship Academy,Closed,8102275190,PO Box 839,Brighton,MI,481160839,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Christian Fellowship Center,Closed,5176633535,950 NORTH MICHIGAN RD,EATON RAPIDS,MI,488278236,,"KG-Part,1,2,3,4,5,6,7,8,9,10",Unknown
Christian Life Development,Closed,,2146 Moeller Ave,Ypsilanti,MI,481989237,,"KG-Part,1,2,3,4,5,6",Unknown
Christian Montessori School,Open-Active,7343329600,5225 JACKSON RD,ANN ARBOR,MI,481031857,,"KG,KG-Part,1,2,3,4,5,6,9",Unknown
Christopher Coop Nursery Inc.,Closed,,1420 Hill St,Ann Arbor,MI,481043106,,,Unknown
Church in Benton Harbor Academy,Closed,6169254379,786 Buss Ave,Benton Harbor,MI,490224304,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
City Day School of Detroit,Closed,2486918511,22180 Parklawn St,Oak Park,MI,482372674,,"KG-Part,1,2,3,4,5,6,7,8",
City Mission Academy,Closed,3135413531,20405 SCHOOLCRAFT,DETROIT,MI,482232743,,"KG-Part,1,2,3,4,5,6",Unaffiliated - Religious
Clarkston Nursery Inc.,Closed,,6600 Waldon Rd,Clarkston,MI,480162472,,,Unknown
Clinton St. Greater Beth Temple,Closed,3133611114,2901 ROCHESTER ST,DETROIT,MI,482061601,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
CLK Nursery Center Inc.,Closed,,134 Calumet Ave,Calumet,MI,499131734,,,Unknown
Clonlara School,Open-Active,7347694511,1289 JEWETT ST,ANN ARBOR,MI,481046201,,"4,6,7,8,9,10,11,12",Unknown
Coldwater Christian Academy,Closed,5172788741,1144 W Chicago Rd,Coldwater,MI,490369307,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Coleman Coop Nursery,Closed,,5199 Star Rd,Coleman,MI,486189523,,,
Colonial Square Preschool,Closed,,3012A Williamsburg Rd,Ann Arbor,MI,481042026,,,Unknown
Colonville Parochial School,Closed,9893869082,6975 E Colonville Rd,Clare,MI,486179790,,"1,2,3,4,5,6,7,8",Unknown
Commerce Cooperative Presch,Closed,,PO Box 383,Walled Lake,MI,480880383,,,Unknown
Community Baptist Christian,Open-Active,9897812340,8331 GRATIOT RD,SAGINAW,MI,486094803,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Baptist
Community Baptist Church Sch,Closed,,1620 WADHAMS,PORT HURON,MI,48060,,,Baptist
Community Christian School,Open-Active,9893827896,4395 20 MILE RD,BARRYTON,MI,493059734,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Concordia Lutheran North,Open-Active,2484742488,20805 MIDDLEBELT RD,FARMINGTON HILLS,MI,483365545,,"KG-Part,1,2,3,4",Lutheran Church - Missouri Synod
Concordia Lutheran South,Open-Active,3139372233,9600 LEVERNE,REDFORD,MI,482392239,,"5,6,7,8",Lutheran Church - Missouri Synod
Conductive Learning Center,Closed,6166322429,2428 Burton St SE,Grand Rapids,MI,495464806,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Conductive Learning Center,Open-Active,6165750575,"2428 Burton Street, SE",Grand Rapids,MI,495464806,,"KG-Part,1,2,3,4,5,6,7",Unknown
Cooks Prairie Baptist School,Closed,5175683160,6020 23 MILE RD,HOMER,MI,492459407,,"1,2,3,4,5,6,7,8,9,10,11",Baptist
Cooper Amish School,Open-Active,5174391515,COOPER RD,READING,MI,49274    ,,"1,2,3,4,5,6,7,8",Amish
Coopersville Coop Preschool,Closed,,PO Box 11,Coopersville,MI,494040011,,,Unknown
Copper Country Christian School,Open-Active,9064871718,56172 CALUMET AVE,CALUMET,MI,499132358,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Corcoran House,Closed,8106875100,8212 N Jennings Rd,Mount Morris,MI,484588248,,"7,8,9,10,11",Unknown
Cornerstone Academy,Closed,9892913996,4010 S Sheridan Rd,Sheridan,MI,488849346,,"6,7,8,9,10,11,12",Unknown
Cornerstone Academy,Closed,3132917830,15633 Pennsylvania Rd,Riverview,MI,48192,,"8,9,10,11,12",Unknown
Cornerstone Christian Acad.,Closed,,405 W Higgins Lake Dr,Roscommon,MI,486538721,,,Unknown
Cornerstone Christian Academy,Open-Active,2319244705,405 WEST 44TH ST,FREMONT,MI,494121166,,"KG-Part,1,2,3,4,5,6,7,8",Baptist
Cornerstone Christian Academy,Closed,2697814427,14701 Old US-27 North,Marshall,MI,49068,,"1,2,3,4,5,6,7,8",Unknown
Cornerstone Christian School,Open-Active,2316272160,900 SOUTH WESTERN AVE,CHEBOYGAN,MI,497211849,,"KG,1,2,3,4,5,6,7,8,9,10,11,12",Unaffiliated - Religious
Cornerstone Christian School,Open-Active,8104944040,9455 HILTON RD,BRIGHTON,MI,481147509,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Cornerstone Leadership & Business High School,Closed,3138921860,6861 E Nevada St                                            ,Detroit                                                     ,MI,48234,,"9,10,11,12",Christian (no specific denomination)
Cornerstone Nevada Middle,Closed,3138921860,6861 EAST NEVADA ST,DETROIT,MI,482342968,,"6,7,8",Christian (no specific denomination)
Cornerstone School-Iroquois Pri,Closed,3138921860,2411 Iroquois/Indian Village,Detroit,MI,48214,,"KG-Part,1,2,3,4,5",Unknown
Cornerstone Schools Association,Open-Active,3138921860,6861 EAST NEVADA ST,DETROIT,MI,482342968,,"9,10,11,12",Christian (no specific denomination)
Cornerstone Schools Association,Closed,3138921860,11685 Appleton,Redford,MI,482391445,,"KG-Part,1,2,3,4,5,6,7,8",Unaffiliated - Private Secular
Cornerstone Schools Grove,Closed,3138921860,13436 Grove St,Detroit,MI,482354222,,"KG-Part,1,2,3,4,5,6,7",Unknown
Corpus Christi Catholic School,Open-Active,6169949864,12100 QUINCY ST,HOLLAND,MI,494248003,,"KG-Part,1,2,3,4,5,6,7,8",Roman Catholic
Cottage Home Forest School,Open-Active,2694731286,11466 RED BUD TRL,BERRIEN SPRGS,MI,491039216,,,
Country Day Academy LTD,Closed,8107210100,4452 Imlay City Rd,Attica,MI,484129690,,"2,3,4,5,6,7,8,9,10,11",Unknown
Country Meadows Montessori,Closed,5867252042,8622 DIXIE HWY,FAIR HAVEN,MI,480232466,,"KG-Part,1",Unknown
Countryside Christian School,Open-Active,9898752313,4308 SOUTH LUCE RD,ITHACA,MI,488479653,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Covenant Christian High School,Open-Active,6164535048,1401 FERNDALE AVE SW,GRAND RAPIDS,MI,495346509,,"9,10,11,12",Unknown
Covenant Christian School,Open-Active,2318459183,2980 West US 10,LUDINGTON,MI,494319309,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Covenant Christian School,Closed,5177259959,1800 Corunna Ave,Owosso,MI,488673912,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Covenant High and Academy,Closed,3132551100,11685 Appleton,Redford,MI,482391445,,"9,10,11,12",Christian (no specific denomination)
Cowden Lake Bible Academy,Closed,2313546972,4931 NORTH BAILEY RD,CORAL,MI,493229701,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Cranbrook  School,Open-Active,2486453625,39221 WOODWARD AVE,BLOOMFIELD HILLS,MI,483030801,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
CRC Nursery,Closed,,1717 Broadway St,Ann Arbor,MI,481051813,,,Unknown
Creative Montessori Center,Closed,7342845600,15100 Northline Rd,Southgate,MI,481952408,,,Unknown
Crescent Academy International,Open-Active,7347291000,40440 PALMER RD,CANTON,MI,481882034,,"KG,1,2,3,4,5,6,7,8",Muslim
Creston Mayfield Christian School,Closed,6165746500,1031 PAGE ST NE,GRAND RAPIDS,MI,495055544,,"KG-Part,1,2,3,4,5",Christian (no specific denomination)
Crestview Baptist School,Closed,6169420363,540 Russwood St NE,Grand Rapids,MI,495053671,,"KG-Part,1,2,3,4,5,6",Baptist
Cross Academy,Closed,6167965810,10437 OAK AVE,PARIS,MI,493389626,,"2,3,4,5,6,7,8,9,10,11,12",Unknown
Cross Lutheran School,Open-Active,9894533331,200 RUPPERT ST,PIGEON,MI,487555160,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Cross of Glory Lutheran School,Open-Active,5867819870,61095 CAMPGROUND RD,WASHINGTON,MI,480941403,,"KG-Part,1,2,3,4,5,6,7,8",Wisconsin Evangelical Lutheran Synod
Crosscreek Christian School,Closed,2699640401,114 MINGES RD E,BATTLE CREEK,MI,49015,,"KG-Part,1,2,3,4",Lutheran Church - Missouri Synod
Crossroads Christian Academy,Closed,9062492030,219 SILVER CREEK RD,MARQUETTE,MI,498559339,,"KG,KG-Part,1,2,3,4,5,6,7,8",Christian (no specific denomination)
Crown of Life Lutheran School,Open-Active,5864276579,25065 EUREKA DR,WARREN,MI,480915010,,"KG,1,2,3,4,5,6,7,8",Wisconsin Evangelical Lutheran Synod
D.W.O. Christian Academy,Closed,3135659800,24425 Hass St,Dearborn Heights,MI,481273275,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Dar-Al-Arqam School,Closed,3134411770,30115 Greater Mack Ave,Saint Clair Shores,MI,480821776,,"KG-Part,1,2,3,4,5,6",
Daycroft Montessori School,Closed,3139300333,100 Oakbrook Dr,Ann Arbor,MI,481046703,,"KG-Part,1,2,3,4,5",
Daycroft Montessori School,Open-Active,7346623335,1095 NORTH ZEEB RD,ANN ARBOR,MI,481031472,,"KG,1,2,3,4,5,6,7,8",Unknown
Daycroft Montessori School,Open-Active,7349300333,100 OAKBROOK DR,ANN ARBOR,MI,481046703,,,
Daystar Christian Academy,Open-Active,2317343771,3976 80TH AVE,EVART,MI,496318750,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Daystar Christian Academy,Closed,6163961586,11025 PAW PAW DR,HOLLAND,MI,494248992,,"8,9,10,11,12",Christian (no specific denomination)
Daystar Educational Center,Closed,8107431713,1291 E Maple Ave,Burton,MI,485291503,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
De Ror Montessori Center,Closed,2485449114,24061 Coolidge Hwy,Oak Park,MI,482371654,,"1,2,3",Unknown
Dearborn Christian School,Closed,3135631240,21360 DONALDSON ST,DEARBORN,MI,481243037,,"KG-Part,1,2,3,4,5,6,7,8",Christian (no specific denomination)
Dearborn Heights Montessori Center,Open-Active,3133593000,466 NORTH JOHN DALY RD,DEARBORN HEIGHTS,MI,481273703,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Dearborn Village Coop Nurs,Closed,,3250 Pelham St,Dearborn,MI,481243916,,,Unknown
Deford Christian Academy,Closed,9898724055,1392 KINGSTON RD,DEFORD,MI,48729    ,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Christian (no specific denomination)
DeLaSalle Collegiate High School,Open-Active,5867782207,14600 COMMON RD,WARREN,MI,480883387,,"9,10,11,12",Roman Catholic
Demick School,Open-Active,5865533199,29808 AUTUMN LN,WARREN,MI,480883783,,"9,12",
Detroit Catholic Central High School,Open-Active,2485963810,27225 WIXOM RD,NOVI,MI,483741119,,"9,10,11,12",Roman Catholic
Detroit Christian Schools of Excellence,Open-Active,3132818144,19370 Greenfield,Detroit                                                     ,MI,482352003,,"DevK,KG,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Detroit Country Day Jr. School,Open-Active,2486467717,3600 BRADWAY BLVD,BLOOMFIELD HILLS,MI,483012412,,"3,4,5",Unknown
Detroit Country Day Lower School,Open-Active,2486467717,3003 WEST MAPLE RD,BLOOMFIELD HILLS,MI,483013468,,"KG-Part,1,2",Unknown
Detroit Country Day Middle School,Open-Active,2486467717,22400 HILLVIEW LN,BEVERLY HILLS,MI,480254824,,"6,7,8",Unknown
Detroit Country Day Upper School,Open-Active,2486467717,22305 WEST 13 MILE RD,BEVERLY HILLS,MI,480254435,,"9,10,11,12",Unknown
Detroit Cristo Rey High School,Open-Active,3138432747,5679 WEST VERNOR HWY,DETROIT,MI,482092157,,"9,10,11,12",Roman Catholic
Detroit Renaissance Dev Cntr,Closed,3135791200,PO Box 07465,Detroit ,MI,48207,,,Unknown
Detroit Urban Lutheran School,Closed,3135829900,8181 GREENFIELD RD,DETROIT,MI,482282220,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Lutheran Church - Missouri Synod
Dexter Cooperative Nursery,Closed,,3411 Central St,Dexter,MI,481301023,,,Unknown
Discovery Montessori,Closed,8106942267,3106 E Grand Blanc Rd,Grand Blanc,MI,484398116,,"KG-Part,1,2,3,4",Unknown
Divine Child Elementary School,Open-Active,3135621090,25001 HERBERT WEIER DR,DEARBORN,MI,481281045,,"KG,1,2,3,4,5,6,7,8",Roman Catholic
Divine Child High School,Open-Active,3135621990,1001 NORTH SILVERY LN,DEARBORN,MI,481281544,,"9,10,11,12",Roman Catholic
Divine Grace Lutheran School,Open-Active,2483911131,3000 SOUTH LAPEER RD,LAKE ORION,MI,483591317,,"KG,1,2,3,4,5,6,7,8",Wisconsin Evangelical Lutheran Synod
Divine Providence Academy - Conklin,Open-Active,6168995300,18768 8TH AVE,CONKLIN,MI,494039718,,"KG-Part,1,2,3,4,5,6,7,8",Roman Catholic
Divine Providence Academy - Ravenna,Open-Active,2318536743,3376 THOMAS ST,RAVENNA,MI,494519567,,"KG-Part,1,2,3,4,5,6",Roman Catholic
Dixboro Coop Nursery Inc.,Closed,,5221 Church Rd,Ann Arbor,MI,481059429,,,Unknown
Dixboro Cooperative Preschool,Closed,,5221 Church Rd,Ann Arbor,MI,481059429,,,Unknown
Dominican High School and Academy,Closed,3138828500,9740 Mckinney St,Detroit,MI,482242503,,"6,7,8,9,10,11,12",Roman Catholic
Dreamy Islamic Academy,Open-Active,3133599999,27325 W. Warren,Dearborn Heights,MI,481271803,,"KG,1,2,3,4,5",Islamic
Dukette Catholic School,Closed,8107854743,530 W Pierson Rd,Flint,MI,485053114,,"KG-Part,1,2,3,4,5,6,7,8",Roman Catholic
Dutton Christian School,Open-Active,6166988660,6729 HANNA LAKE AVE SE,CALEDONIA,MI,493169078,,"3,4,5,6,7,8",Christian (no specific denomination)
Dutton Christian School,Open-Active,6166988660,6980 Hanna Lake,Caledonia,MI,49316,,"KG,KG-Part,1,2",Christian (no specific denomination)
E. B. Garrett SDA School,Closed,2699257852,140 Seneca Rd,Benton Harbor,MI,490225635,,"1,2,3,4,5,6,7,8",Seventh-Day Adventist
Eagle Christian School,Closed,5176262145,9090 W Herbison Rd,Eagle,MI,488229718,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Eagle Creek Academy,Open-Active,2484759999,3739 KERN RD,OAKLAND,MI,483632635,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Early Impressions,Open-Active,2483571740,25000 WEST 10 MILE RD,SOUTHFIELD,MI,480334858,,"KG,1,2",Unknown
East Bethlehem Lutheran School,Closed,3138922671,3510 E Outer Dr,Detroit,MI,482342658,,"KG-Part,1,2,3,4,5,6,7,8,9,10",Lutheran Church - Missouri Synod
East Catholic,Closed,,5206 Field St,Detroit,MI,482112806,,,Roman Catholic
East Catholic Elementary,Closed,3138396792,15865 E. Seven Mile Road,Detroit,MI,48205,,"KG-Part,1,2,3,4,5,6,7,8",Roman Catholic
East Catholic Elementary,Closed,3139210023,4230 Mcdougall St,Detroit,MI,482071520,,"KG-Part,1,2,3,4,5,6,7,8",Roman Catholic
East Catholic High School,Closed,3139219650,7320 SAINT ANTHONY PL,DETROIT,MI,482132887,,"9,10,11,12",Roman Catholic
East Detroit Nursery Inc.,Closed,,21439 Kelly Rd # 313,Eastpointe,MI,480213254,,,Unknown
East Dover School,Closed,9893869316,6090 E Dover Rd,Clare,MI,486178510,,"1,2,3,4,5,6,7,8",Unknown
East Martin Christian High School,Closed,2696727673,518 118TH AVE,MARTIN,MI,490709756,,"9,10,11,12",Christian (no specific denomination)
East Martin Christian School,Open-Active,2696725722,516 118TH AVE,MARTIN,MI,490709756,,"KG-Part,1,2,3,4,5,6,7,8",Christian (no specific denomination)
Eastside Christian School,Open-Active,6169422939,2792 MICHIGAN ST NE,GRAND RAPIDS,MI,495061241,,"KG-Part,1,2,3,4,5,6,7,8,9",Unknown
Eastside Nursery Inc.,Closed,,15325 Gratiot Ave,Detroit,MI,482051328,,,Unknown
Eaton Co. Christian School Asso.,Closed,5175434064,1825 S Cochran Rd,Charlotte,MI,488139101,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Eau Claire SDA School,Open-Active,2699444132,6562 NAOMI RD,EAU CLAIRE,MI,491119674,,"KG,1,2,3,4,5,6,7,8",Seventh-Day Adventist
Ebenezer Christian School,Open-Active,2315882111,9541 WHITE ST,ELLSWORTH,MI,497299600,,"KG-Part,1,2,3,4,5,6,7,8",Christian (no specific denomination)
Ecorse Baptist Temple School,Closed,3133889299,47 JOSEPH ST,ECORSE,MI,482291756,,"KG-Part,1,2,3,4,5,6,7,8,9,10",Baptist
Edenville SDA Elementary School,Closed,9896893505,342 W. CURTIS,EDENVILLE,MI,48620,,"1,2,3,4,5,6,7",Seventh-Day Adventist
Edenville SDA Elementary School,Open-Active,9896893505,342 W. Curtis,Edenville,MI,486209802,,"1,3,4,7,8",Seventh-Day Adventist
Emanuel First Lutheran School,Open-Active,5174854547,1001 NORTH CAPITOL AVE,LANSING,MI,489064824,,"KG-Part,1,2,3,4,5,6,7,8",Wisconsin Evangelical Lutheran Synod
Emanuel Lutheran School,Open-Active,9893623622,216 NORTH ST W,TAWAS CITY,MI,487639159,,"KG-Part,1,2,3,4,5,6,7,8",Wisconsin Evangelical Lutheran Synod
Emanuel Redeemer Lutheran School,Open-Active,8103872906,11089 YALE RD,BROCKWAY,MI,480972966,,"1,2,3,4,5,6,7,8",Wisconsin Evangelical Lutheran Synod
Emerson School,Open-Active,7346659005,5425 SCIO CHURCH RD,ANN ARBOR,MI,481039287,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Emmanuel Child Care & Dev. Ctr.,Closed,3135321012,20011 Grand River Ave,Detroit,MI,482193308,,,Unknown
Emmanuel Home Academy,Closed,6169262765,576 Colfax Ave,Benton Harbor,MI,490227405,,"KG-Part,1,2,3,4,5,6,7,8,9,10",Unknown
Emmanuel Lutheran School,Open-Active,3135616265,22425 MORLEY AVE,DEARBORN,MI,481242103,,"KG-Part,1,2,3,4,5,6,7,8",Lutheran Church - Missouri Synod
Epworth Coop Nursery,Closed,,PO BOX 466,MIDLAND,MI,486400466,,,
Escanaba SDA Elementary School,Open-Active,9067863039,210 SOUTH LINCOLN RD,ESCANABA,MI,498291340,,"KG,1,2,3,4,5,6,7",Seventh-Day Adventist
Eton Academy,Open-Active,2486421150,1755 EAST MELTON RD,BIRMINGHAM,MI,480097277,,"1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Eureka Christian School,Closed,9892247709,2619 E. MAPLE RAPIDS ROAD,EUREKA,MI,48833,,"KG-Part,1,2,3",Unknown
Evangel Christian Academy,Closed,3138397650,11055 Glenfield St,Detroit,MI,482131301,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Everest Academy,Open-Active,2482419064,5935 CLARKSTON RD,CLARKSTON,MI,483484711,,"KG,KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Roman Catholic
Evergreen Baptist Academy,Closed,2312589101,1972 Saunders Rd SE,Kalkaska,MI,496469367,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Baptist
Evergreen Christian School,Closed,6165746550,1031 PAGE ST NE,GRAND RAPIDS,MI,495055544,,"KG-Part,1,2,3,4,5",Christian (no specific denomination)
Evergreen Lutheran School,Open-Active,3135840450,8680 EVERGREEN AVE,DETROIT,MI,482282922,,"KG-Part,1,2,4,6,7",Unknown
F. Edward Johnson House,Closed,3135541700,7798 W Fort St,Detroit,MI,482092925,,"6,7,8,9,10,11,12",
Factoryville Christian School,Open-Active,2697294203,33650 FACTORYVILLE RD,ATHENS,MI,490119507,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Fairhaven SDA School,Open-Active,8107854024,G-1379 WEST LOUIS AVE,FLINT,MI,48505    ,,"1,2,4,5,6,7,8",Unknown
Fairlawn Day Center,Closed,,140 Elizabeth Lake Rd,Pontiac,MI,480531007,,,
Fairlawn School,Closed,,140 Elizabeth Lake Rd,Pontiac,MI,480531007,,,
Faith Baptist Church School,Closed,2319242327,7729 WEST 48TH ST,FREMONT,MI,494128524,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11",Baptist
Faith Baptist School,Open-Active,8106539661,7306 EAST ATHERTON RD,DAVISON,MI,484232408,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Other Denomination
Faith Bible School,Closed,6167295833,15350 E Y Ave,Fulton,MI,490529770,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Faith Christian Academy,Closed,5177842980,500 Griswold St,Jackson,MI,492034062,,"3,4,5,6,7,8,9,10,11,12",Unknown
Faith Christian Academy,Closed,2483548025,20000 W. Nine Mile Road,Southfield,MI,480755597,,"KG-Part,1,2,3,4,5,6,7,8",Unknown
Faith Christian School,Open-Active,2693674621,7455 WOODLAND RD,LAKE ODESSA,MI,488499434,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Faith Christian School,Closed,6166683391,56070 Murray St,Mattawan,MI,490719544,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Baptist
Faith Christian Schools,Open-Active,5867839630,23130 REMICK DR,CLINTON TOWNSHIP,MI,480362735,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Faith Comm. Christian Academy,Open-Active,5864451101,19800 FRAZHO ST,SAINT CLAIR SHORES,MI,480811727,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Other Denomination
Faith Community Christian School,Open-Active,6167943451,9614 FISK RD,BELDING,MI,488099424,,"KG-Part,1,2,3,4,5,6",Christian (no specific denomination)
Faith Ev Lutheran School,Closed,2694680050,6764 Paw Paw Ave,Coloma,MI,490389519,,"1,2,3,4,5,6",Unknown
Faith Luth Church Coop Nurs.,Closed,,37635 Dequindre Rd,Troy,MI,480845709,,,Unknown
Faith Lutheran School,Open-Active,9896843448,3033 WILDER RD,BAY CITY,MI,487062360,,"KG-Part,1,2,3,4,5,6,7,8",Lutheran Church - Missouri Synod
Faith Mennonite School,Closed,5174373010,4500 Mauck Rd,Hillsdale,MI,492429729,,"4,5,6,7,8,9,10,11,12",Unknown
Faith Reformed Christian School,Closed,6166982620,3596 76th St SE,Caledonia,MI,493169113,,"KG-Part,1,2,3,4,5,6,7,8",Christian (no specific denomination)
Faithway Baptist School,Closed,7344838551,2020 Packard Rd,Ypsilanti,MI,481971832,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Baptist
Faithway Christian Academy,Open-Active,8107430055,1225 SOUTH CENTER RD,BURTON,MI,485091723,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Family Altar Christian School,Closed,2699658737,14850 6 1/2 Mile Rd,Battle Creek,MI,490149502,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Family Life Nursery,Closed,,26275 Northwestern Hwy,Southfield,MI,480763926,,,Unknown
Family Worship Ctr Christian Aca,Closed,6162853244,3809 Lake Eastbrook Blvd SE,Grand Rapids,MI,495465931,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
Farber Hebrew Day School - Yeshivat Akiva,Open-Active,2483861625,21100 WEST 12 MILE RD,SOUTHFIELD,MI,480762393,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Jewish
Farmington Cooperative Nursery,Closed,,25301 HALSTEAD,FARMINGTON HILLS,MI,48018,,,Unknown
Fellowship Baptist Academy,Open-Active,9895846430,8070 SOUTH BLOOMER ST,CARSON CITY,MI,488118506,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Baptist
"Fenton Montessori Academy, Inc.",Closed,8107508051,14569 North Rd,Fenton,MI,484301383,,KG-Part,Unknown
First Assembly Christian School,Closed,2693232161,5550 Oakland Dr,Portage,MI,490241113,,"KG-Part,1,2,3,4,5,6,7,8,9,10,11,12",Unknown
First Baptist Academy,Closed,9898933530,1145 W Center Rd,Essexville,MI,487322003,,"KG-Part,1,2,3,4,5,6",Baptist
